,,,,,,"Age-specific fertility rates (births per 1,000 women)",,,,,,
Index,Variant,"Region, subregion, country or area *",Notes,Country code,Period,15-19,20-24,25-29,30-34,35-39,40-44,45-49
961,Medium variant,South Africa,,710,2055-2060,13.0260,83.0050,117.7430,94.8080,49.4360,12.1090,1.3930
962,Medium variant,South Africa,,710,2060-2065,11.7990,78.8550,117.0860,97.1560,49.7660,11.6740,1.2240
963,Medium variant,South Africa,,710,2065-2070,10.8080,75.0260,116.5790,99.6910,50.2270,11.3220,1.0870
964,Medium variant,South Africa,,710,2070-2075,10.0030,71.4230,116.0620,102.1930,50.7390,11.0250,0.9750
965,Medium variant,South Africa,,710,2075-2080,9.3630,68.1780,115.7680,104.8690,51.3790,10.8050,0.8780
966,Medium variant,South Africa,,710,2080-2085,8.8470,65.1210,115.4230,107.4880,52.0380,10.6190,0.8040
967,Medium variant,South Africa,,710,2085-2090,8.4320,62.2840,115.1120,110.1130,52.7390,10.4690,0.7310
968,Medium variant,South Africa,,710,2090-2095,8.1030,59.6680,114.8160,112.7180,53.4720,10.3590,0.6840
969,Medium variant,South Africa,,710,2095-2100,7.8390,57.2560,114.5340,115.2960,54.2210,10.2690,0.6450
970,Medium variant,Swaziland,,748,2015-2020,76.9800,161.5190,154.7670,112.2390,65.3030,22.7090,9.2830
971,Medium variant,Swaziland,,748,2020-2025,69.9110,151.2810,149.5660,102.7520,57.0750,19.1030,7.4320
972,Medium variant,Swaziland,,748,2025-2030,63.4150,142.1000,145.4350,95.8320,50.9490,16.3830,5.9860
973,Medium variant,Swaziland,,748,2030-2035,57.3770,133.6390,142.0340,90.8940,46.4020,14.3180,4.8560
974,Medium variant,Swaziland,,748,2035-2040,51.7930,125.7430,139.1890,87.6280,43.0860,12.7080,3.9730
975,Medium variant,Swaziland,,748,2040-2045,46.5320,117.9900,136.3700,85.4710,40.6470,11.4540,3.2560
976,Medium variant,Swaziland,,748,2045-2050,41.7130,110.6290,133.7560,84.3650,38.9620,10.4550,2.7000
977,Medium variant,Swaziland,,748,2050-2055,37.3470,103.7080,131.3080,84.0960,37.8960,9.6900,2.2550
978,Medium variant,Swaziland,,748,2055-2060,33.4520,97.3400,129.1180,84.5340,37.3340,9.1210,1.9010
979,Medium variant,Swaziland,,748,2060-2065,30.0320,91.5960,127.2710,85.6340,37.2350,8.7120,1.6200
980,Medium variant,Swaziland,,748,2065-2070,27.0260,86.4360,125.7900,87.3080,37.5250,8.4200,1.3950
981,Medium variant,Swaziland,,748,2070-2075,24.3650,81.7610,124.5590,89.4620,38.1500,8.2460,1.2170
982,Medium variant,Swaziland,,748,2075-2080,22.0550,77.5820,123.6660,92.1170,39.0970,8.1660,1.0770
983,Medium variant,Swaziland,,748,2080-2085,19.9630,73.6320,122.6930,94.9250,40.2070,8.1450,0.9550
984,Medium variant,Swaziland,,748,2085-2090,18.1320,70.0840,121.9210,98.0250,41.5340,8.1830,0.8610
985,Medium variant,Swaziland,,748,2090-2095,16.4910,66.7350,121.0810,101.2040,42.9720,8.2670,0.7900
986,Medium variant,Swaziland,,748,2095-2100,15.0350,63.6210,120.1900,104.4060,44.5100,8.3940,0.7240
987,Medium variant,Western Africa,3,914,2015-2020,112.2418,219.7626,239.0489,207.7772,157.6918,75.5120,28.4786
988,Medium variant,Western Africa,3,914,2020-2025,103.5487,208.3567,225.6789,194.1466,149.0874,68.2209,26.0213
989,Medium variant,Western Africa,3,914,2025-2030,94.7869,196.4101,212.8169,181.6493,140.6250,61.5906,23.5580
990,Medium variant,Western Africa,3,914,2030-2035,86.5144,184.3536,200.5669,170.3889,132.6638,55.6474,21.1998
991,Medium variant,Western Africa,3,914,2035-2040,78.8818,172.8633,189.0377,160.2643,125.3911,50.4047,19.0459
992,Medium variant,Western Africa,3,914,2040-2045,71.7444,162.1152,178.5991,151.3492,118.5958,45.7910,17.0818
993,Medium variant,Western Africa,3,914,2045-2050,65.0790,152.0032,169.3088,143.5572,112.3234,41.6572,15.2629
994,Medium variant,Western Africa,3,914,2050-2055,58.9776,142.5964,161.1227,136.9194,106.6951,37.9964,13.5560
995,Medium variant,Western Africa,3,914,2055-2060,53.3822,133.7432,153.7737,131.2621,101.5226,34.7733,11.9898
996,Medium variant,Western Africa,3,914,2060-2065,48.4100,125.8460,147.6594,126.8227,97.0964,32.0008,10.5894
997,Medium variant,Western Africa,3,914,2065-2070,43.9072,118.5990,142.4051,123.2999,93.1873,29.5376,9.3354
998,Medium variant,Western Africa,3,914,2070-2075,39.8121,111.8566,137.8021,120.4748,89.6250,27.3122,8.1861
999,Medium variant,Western Africa,3,914,2075-2080,36.0506,105.5363,133.7983,118.2876,86.3536,25.3141,7.1367
1000,Medium variant,Western Africa,3,914,2080-2085,32.6011,99.6143,130.3685,116.7244,83.3869,23.5097,6.2012
1001,Medium variant,Western Africa,3,914,2085-2090,29.4790,94.0984,127.4634,115.7462,80.7143,21.8894,5.3521
1002,Medium variant,Western Africa,3,914,2090-2095,26.5953,88.7619,124.8104,115.1361,78.1387,20.3920,4.5981
1003,Medium variant,Western Africa,3,914,2095-2100,23.9660,83.6918,122.5104,114.9506,75.7252,19.0115,3.9332
1004,Medium variant,Benin,,204,2015-2020,86.0960,227.9360,267.2250,205.0100,119.6720,50.7190,16.8420
1005,Medium variant,Benin,,204,2020-2025,76.7950,214.2680,259.8530,193.0010,106.9160,43.1880,14.0390
1006,Medium variant,Benin,,204,2025-2030,68.4960,201.1850,252.0460,182.0990,96.0600,37.0280,11.6860
1007,Medium variant,Benin,,204,2030-2035,61.1080,188.6060,243.8840,172.2110,86.8130,31.9320,9.7860
1008,Medium variant,Benin,,204,2035-2040,54.6780,177.0600,236.1060,163.6750,79.0820,27.7870,8.2120
1009,Medium variant,Benin,,204,2040-2045,49.0520,166.3020,228.4960,156.2290,72.5420,24.3850,6.9340
1010,Medium variant,Benin,,204,2045-2050,44.0930,156.4250,221.2710,149.8420,67.1520,21.6010,5.8760
1011,Medium variant,Benin,,204,2050-2055,39.7930,147.4300,214.6200,144.5410,62.7050,19.3200,5.0110
1012,Medium variant,Benin,,204,2055-2060,36.0150,139.0680,208.1800,140.0650,59.0300,17.4450,4.2770
1013,Medium variant,Benin,,204,2060-2065,32.7120,131.5540,202.4450,136.5920,56.1300,15.8950,3.7120
1014,Medium variant,Benin,,204,2065-2070,29.7360,124.1950,196.4320,133.4520,53.6570,14.5980,3.2100
1015,Medium variant,Benin,,204,2070-2075,27.0850,117.4240,190.8170,131.0200,51.7430,13.5320,2.7790
1016,Medium variant,Benin,,204,2075-2080,24.7160,110.9450,185.1960,129.0310,50.1950,12.6410,2.4160
1017,Medium variant,Benin,,204,2080-2085,22.5930,104.8760,179.8150,127.5540,49.1040,11.9020,2.1160
1018,Medium variant,Benin,,204,2085-2090,20.6350,98.8620,174.0800,126.1840,48.2240,11.2670,1.8480
1019,Medium variant,Benin,,204,2090-2095,18.8310,92.9880,168.2000,124.9830,47.5750,10.7260,1.6370
1020,Medium variant,Benin,,204,2095-2100,17.2410,87.4860,162.5430,124.1940,47.2960,10.3030,1.4370
1021,Medium variant,Burkina Faso,,854,2015-2020,104.3290,232.7930,254.8690,211.9430,153.5530,70.3050,18.5080
1022,Medium variant,Burkina Faso,,854,2020-2025,93.7270,216.6610,243.8260,198.0600,140.2580,59.6100,14.5980
1023,Medium variant,Burkina Faso,,854,2025-2030,83.9360,201.0300,232.5830,185.2100,128.2170,50.7490,11.5950
1024,Medium variant,Burkina Faso,,854,2030-2035,74.9030,185.9920,221.2180,173.3310,117.3360,43.3320,9.2280
1025,Medium variant,Burkina Faso,,854,2035-2040,66.8220,172.0830,210.4830,162.8450,107.7770,37.2450,7.4250
1026,Medium variant,Burkina Faso,,854,2040-2045,59.6320,159.3270,200.4700,153.6750,99.4530,32.2580,5.9850
1027,Medium variant,Burkina Faso,,854,2045-2050,53.3120,147.8340,191.3630,145.8570,92.3400,28.1890,4.8650
1028,Medium variant,Burkina Faso,,854,2050-2055,47.8410,137.7970,183.5790,139.6070,86.4740,24.8940,4.0080
1029,Medium variant,Burkina Faso,,854,2055-2060,42.9720,128.5200,176.2970,134.1910,81.3380,22.1630,3.3390
1030,Medium variant,Burkina Faso,,854,2060-2065,38.7710,120.4600,170.2080,130.0990,77.1850,19.9510,2.7860
1031,Medium variant,Burkina Faso,,854,2065-2070,35.0320,113.1900,164.8240,126.9080,73.7180,18.1310,2.3770
1032,Medium variant,Burkina Faso,,854,2070-2075,31.7090,106.4270,159.8010,124.3380,70.7180,16.6010,2.0260
1033,Medium variant,Burkina Faso,,854,2075-2080,28.6880,100.1620,155.1640,122.3470,68.1620,15.3120,1.7450
1034,Medium variant,Burkina Faso,,854,2080-2085,25.9690,94.2570,150.7450,120.8040,65.9620,14.2280,1.5150
1035,Medium variant,Burkina Faso,,854,2085-2090,23.4300,88.4450,146.1390,119.3550,63.8840,13.2650,1.3220
1036,Medium variant,Burkina Faso,,854,2090-2095,21.1720,83.1130,141.9510,118.4610,62.2020,12.4710,1.1500
1037,Medium variant,Burkina Faso,,854,2095-2100,19.1570,78.1600,138.0650,118.0240,60.8020,11.8070,1.0250
1038,Medium variant,Cabo Verde,,132,2015-2020,73.7590,116.0050,119.9780,73.9520,46.4800,24.7940,2.7320
1039,Medium variant,Cabo Verde,,132,2020-2025,68.3960,107.8080,116.4010,68.9980,41.5740,21.5310,2.3320
1040,Medium variant,Cabo Verde,,132,2025-2030,62.5690,100.4580,114.1260,66.6710,38.4400,18.9760,2.0000
1041,Medium variant,Cabo Verde,,132,2030-2035,56.7040,93.7600,112.6810,66.3750,36.6100,16.9380,1.7320
1042,Medium variant,Cabo Verde,,132,2035-2040,51.1400,87.7620,111.8320,67.4880,35.7120,15.3210,1.5050
1043,Medium variant,Cabo Verde,,132,2040-2045,45.9920,82.4420,111.3510,69.5440,35.4860,14.0430,1.3220
1044,Medium variant,Cabo Verde,,132,2045-2050,41.3490,77.8720,111.3040,72.2560,35.7750,13.0530,1.1710
1045,Medium variant,Cabo Verde,,132,2050-2055,37.1450,73.9180,111.5860,75.5430,36.4850,12.2920,1.0510
1046,Medium variant,Cabo Verde,,132,2055-2060,33.3910,70.5680,112.2690,79.3420,37.5580,11.7340,0.9580
1047,Medium variant,Cabo Verde,,132,2060-2065,29.9700,67.5850,113.0700,83.4950,38.9000,11.3070,0.8730
1048,Medium variant,Cabo Verde,,132,2065-2070,26.8020,64.7880,113.6820,87.6700,40.3470,10.9770,0.8140
1049,Medium variant,Cabo Verde,,132,2070-2075,23.9100,62.1730,114.2000,91.9840,41.9340,10.7090,0.7500
1050,Medium variant,Cabo Verde,,132,2075-2080,21.3260,59.7760,114.6860,96.4370,43.6560,10.5180,0.7010
1051,Medium variant,Cabo Verde,,132,2080-2085,18.9740,57.4250,114.8020,100.7310,45.3860,10.3570,0.6650
1052,Medium variant,Cabo Verde,,132,2085-2090,16.9080,55.2160,114.7390,105.0040,47.1720,10.2310,0.6300
1053,Medium variant,Cabo Verde,,132,2090-2095,15.0910,53.1050,114.3960,109.0730,48.9580,10.1230,0.5940
1054,Medium variant,Cabo Verde,,132,2095-2100,13.5420,51.1410,113.8480,112.9370,50.7420,10.0420,0.5680
1055,Medium variant,Côte d'Ivoire,,384,2015-2020,132.7110,220.8860,215.3340,162.8120,131.4690,74.0970,24.9910
1056,Medium variant,Côte d'Ivoire,,384,2020-2025,128.6510,211.4950,201.0280,145.6570,120.9740,70.9590,24.3760
1057,Medium variant,Côte d'Ivoire,,384,2025-2030,124.0450,202.3780,188.5440,131.5310,111.8840,67.8310,23.6070
1058,Medium variant,Côte d'Ivoire,,384,2030-2035,119.3320,194.0220,177.9660,120.1110,104.2160,64.8740,22.6990
1059,Medium variant,Côte d'Ivoire,,384,2035-2040,114.2100,185.9260,168.7470,110.6960,97.6030,61.9780,21.6200
1060,Medium variant,Côte d'Ivoire,,384,2040-2045,108.9730,178.3940,161.0620,103.1940,92.0400,59.2210,20.4560
1061,Medium variant,Côte d'Ivoire,,384,2045-2050,103.6260,171.3040,154.5430,97.2530,87.3010,56.5170,19.2160
1062,Medium variant,Côte d'Ivoire,,384,2050-2055,97.9810,164.2950,148.8350,92.4370,83.1780,53.8560,17.8780
1063,Medium variant,Côte d'Ivoire,,384,2055-2060,92.4040,157.8310,144.3030,88.9510,79.8370,51.3560,16.5380
1064,Medium variant,Côte d'Ivoire,,384,2060-2065,86.6950,151.5130,140.4580,86.3690,76.9620,48.8480,15.1750
1065,Medium variant,Côte d'Ivoire,,384,2065-2070,80.9350,145.3480,137.2900,84.6550,74.5570,46.3970,13.8180
1066,Medium variant,Côte d'Ivoire,,384,2070-2075,75.0540,139.0400,134.4690,83.6140,72.4280,43.9170,12.4580
1067,Medium variant,Côte d'Ivoire,,384,2075-2080,69.2810,132.9800,132.3030,83.3490,70.7150,41.5070,11.1450
1068,Medium variant,Côte d'Ivoire,,384,2080-2085,63.4660,126.7280,130.3210,83.6400,69.1680,39.0420,9.8750
1069,Medium variant,Côte d'Ivoire,,384,2085-2090,57.8660,120.7050,128.8460,84.6410,67.9640,36.6800,8.6980
1070,Medium variant,Côte d'Ivoire,,384,2090-2095,52.2460,114.2520,127.1420,85.9120,66.7160,34.2220,7.5700
1071,Medium variant,Côte d'Ivoire,,384,2095-2100,46.8980,107.9220,125.7680,87.7640,65.6950,31.8290,6.5240
1072,Medium variant,Gambia,,270,2015-2020,79.1990,202.8570,251.8600,226.1410,189.2220,83.7830,30.5580
1073,Medium variant,Gambia,,270,2020-2025,66.6260,182.7680,235.6430,214.1040,185.8100,78.1080,27.6610
1074,Medium variant,Gambia,,270,2025-2030,55.5460,162.8180,217.9800,200.4230,179.1990,71.6440,24.4900
1075,Medium variant,Gambia,,270,2030-2035,46.0880,144.0380,200.1570,186.2180,170.4730,64.8830,21.3030
1076,Medium variant,Gambia,,270,2035-2040,38.2000,126.9670,183.0540,172.3720,160.5070,58.2780,18.2820
1077,Medium variant,Gambia,,270,2040-2045,31.7510,111.8940,167.3530,159.4730,150.1200,52.0320,15.4970
1078,Medium variant,Gambia,,270,2045-2050,26.5790,99.0880,153.6570,148.1810,140.1950,46.4710,13.1290
1079,Medium variant,Gambia,,270,2050-2055,22.5330,88.6070,142.3970,138.9660,131.3320,41.6570,11.0880
1080,Medium variant,Gambia,,270,2055-2060,19.3820,80.2000,133.4870,131.8270,123.7640,37.6330,9.4070
1081,Medium variant,Gambia,,270,2060-2065,16.9170,73.3860,126.4120,126.3380,117.1730,34.1950,7.9990
1082,Medium variant,Gambia,,270,2065-2070,14.9780,67.9380,120.9550,122.2640,111.5350,31.2880,6.8420
1083,Medium variant,Gambia,,270,2070-2075,13.4140,63.3950,116.5320,119.1170,106.4160,28.7360,5.8500
1084,Medium variant,Gambia,,270,2075-2080,12.1670,59.6540,113.0000,116.7210,101.7680,26.5160,5.0140
1085,Medium variant,Gambia,,270,2080-2085,11.1600,56.5870,110.2570,115.0280,97.6240,24.5870,4.3170
1086,Medium variant,Gambia,,270,2085-2090,10.3860,54.1580,108.2850,113.9930,93.9780,22.9240,3.7360
1087,Medium variant,Gambia,,270,2090-2095,9.7260,52.0050,106.4790,113.0700,90.3890,21.4170,3.2340
1088,Medium variant,Gambia,,270,2095-2100,9.2200,50.3910,105.4270,112.8290,87.3600,20.1430,2.8300
1089,Medium variant,Ghana,,288,2015-2020,66.6110,148.0160,191.3930,187.3450,122.3370,45.3470,17.5110
1090,Medium variant,Ghana,,288,2020-2025,61.6790,135.3850,181.1760,182.3460,114.5010,37.0710,15.0020
1091,Medium variant,Ghana,,288,2025-2030,57.1380,124.4170,172.2800,177.8870,107.6640,30.6860,12.8880
1092,Medium variant,Ghana,,288,2030-2035,52.9680,114.9720,164.5990,173.9530,101.7420,25.7770,11.0890
1093,Medium variant,Ghana,,288,2035-2040,49.0280,106.6180,157.7120,170.2480,96.4610,21.8780,9.5150
1094,Medium variant,Ghana,,288,2040-2045,45.4550,99.4200,151.9040,167.1360,91.9470,18.8390,8.2190
1095,Medium variant,Ghana,,288,2045-2050,42.1210,93.0650,146.7800,164.2690,87.9510,16.4400,7.0940
1096,Medium variant,Ghana,,288,2050-2055,38.9390,87.3290,142.1430,161.4840,84.3500,14.5000,6.1350
1097,Medium variant,Ghana,,288,2055-2060,35.9630,82.2140,137.9950,158.8470,81.1130,12.9260,5.2820
1098,Medium variant,Ghana,,288,2060-2065,33.1560,77.5990,134.2550,156.2900,78.1790,11.6850,4.5760
1099,Medium variant,Ghana,,288,2065-2070,30.4790,73.3240,130.7160,153.6050,75.4430,10.6580,3.9550
1100,Medium variant,Ghana,,288,2070-2075,27.9300,69.3830,127.3760,150.8470,72.8730,9.8190,3.4120
1101,Medium variant,Ghana,,288,2075-2080,25.5680,65.8190,124.3360,148.1490,70.5560,9.1630,2.9290
1102,Medium variant,Ghana,,288,2080-2085,23.3970,62.6760,121.7780,145.7640,68.5310,8.6550,2.5390
1103,Medium variant,Ghana,,288,2085-2090,21.3590,59.7830,119.3930,143.3160,66.6440,8.2680,2.1970
1104,Medium variant,Ghana,,288,2090-2095,19.5070,57.2160,117.3980,141.1760,65.0440,7.9830,1.9160
1105,Medium variant,Ghana,,288,2095-2100,17.8270,55.0240,115.8730,139.3880,63.7320,7.8340,1.6620
1106,Medium variant,Guinea,,324,2015-2020,135.2940,190.0130,208.6360,187.5310,130.4690,68.4150,27.3220
1107,Medium variant,Guinea,,324,2020-2025,124.7180,172.7390,193.6690,174.8900,119.8920,61.7550,26.5770
1108,Medium variant,Guinea,,324,2025-2030,114.4370,157.1910,180.2510,163.6250,110.4250,55.7330,25.4980
1109,Medium variant,Guinea,,324,2030-2035,104.7350,143.4580,168.4460,153.8300,102.1650,50.4170,24.1890
1110,Medium variant,Guinea,,324,2035-2040,95.6810,131.4990,158.3010,145.4870,95.0830,45.7570,22.7120
1111,Medium variant,Guinea,,324,2040-2045,87.5200,121.4030,150.0380,138.8700,89.2560,41.7870,21.2060
1112,Medium variant,Guinea,,324,2045-2050,80.0800,112.7530,143.2290,133.6200,84.4070,38.3470,19.6240
1113,Medium variant,Guinea,,324,2050-2055,73.1420,105.1570,137.4550,129.2960,80.2650,35.3070,18.0180
1114,Medium variant,Guinea,,324,2055-2060,66.8250,98.6280,132.8520,126.0890,76.8740,32.6560,16.4160
1115,Medium variant,Guinea,,324,2060-2065,60.9230,92.8310,128.9970,123.6110,73.9920,30.2960,14.8300
1116,Medium variant,Guinea,,324,2065-2070,55.4270,87.6990,125.8540,121.8130,71.5710,28.1850,13.2910
1117,Medium variant,Guinea,,324,2070-2075,50.2530,82.9670,123.1190,120.4220,69.4530,26.2160,11.8100
1118,Medium variant,Guinea,,324,2075-2080,45.4390,78.7060,120.8710,119.5500,67.6420,24.4360,10.3960
1119,Medium variant,Guinea,,324,2080-2085,40.8590,74.6360,118.7580,118.7810,65.9620,22.7670,9.0570
1120,Medium variant,Guinea,,324,2085-2090,36.6310,70.9010,116.9730,118.3950,64.4990,21.2150,7.8260
1121,Medium variant,Guinea,,324,2090-2095,32.6730,67.3370,115.2750,118.0700,63.1300,19.7680,6.6870
1122,Medium variant,Guinea,,324,2095-2100,29.0970,64.1170,113.9990,118.1960,62.0090,18.4470,5.6750
1123,Medium variant,Guinea-Bissau,,624,2015-2020,84.4820,195.1780,236.5390,186.2500,130.9790,49.6030,19.6690
1124,Medium variant,Guinea-Bissau,,624,2020-2025,72.9020,182.1560,227.7100,172.8700,120.8400,40.3190,16.7630
1125,Medium variant,Guinea-Bissau,,624,2025-2030,62.9190,169.6040,218.4460,160.7110,111.5390,33.0470,14.2540
1126,Medium variant,Guinea-Bissau,,624,2030-2035,54.5680,158.2450,209.9190,150.5160,103.5910,27.4600,12.1210
1127,Medium variant,Guinea-Bissau,,624,2035-2040,47.6130,148.0160,202.1280,141.9730,96.7660,23.1130,10.3710
1128,Medium variant,Guinea-Bissau,,624,2040-2045,41.7790,138.7840,194.9530,134.8290,90.8960,19.7180,8.8610
1129,Medium variant,Guinea-Bissau,,624,2045-2050,36.9150,130.6250,188.7130,129.1590,85.9960,17.0600,7.6120
1130,Medium variant,Guinea-Bissau,,624,2050-2055,32.7390,123.0800,182.7770,124.3990,81.7290,14.9760,6.5400
1131,Medium variant,Guinea-Bissau,,624,2055-2060,29.1670,116.1050,177.2310,120.5390,78.0450,13.3060,5.6270
1132,Medium variant,Guinea-Bissau,,624,2060-2065,26.1420,109.7390,172.1630,117.5720,74.8990,11.9770,4.8680
1133,Medium variant,Guinea-Bissau,,624,2065-2070,23.4780,103.6250,167.0300,115.0610,72.0670,10.9100,4.1890
1134,Medium variant,Guinea-Bissau,,624,2070-2075,21.1770,98.0070,162.3410,113.2790,69.6760,10.0560,3.6240
1135,Medium variant,Guinea-Bissau,,624,2075-2080,19.1410,92.5120,157.4450,111.7770,67.4220,9.3540,3.1290
1136,Medium variant,Guinea-Bissau,,624,2080-2085,17.3540,87.3060,152.7180,110.7220,65.4610,8.8170,2.7020
1137,Medium variant,Guinea-Bissau,,624,2085-2090,15.7800,82.3210,148.0180,110.0280,63.6950,8.4000,2.3380
1138,Medium variant,Guinea-Bissau,,624,2090-2095,14.4080,77.7340,143.7110,109.8820,62.2510,8.0900,2.0240
1139,Medium variant,Guinea-Bissau,,624,2095-2100,13.2110,73.4800,139.7000,110.2510,61.0750,7.9070,1.7560
1140,Medium variant,Liberia,,430,2015-2020,127.4600,203.7320,192.1180,178.3890,118.5080,62.6410,13.2720
1141,Medium variant,Liberia,,430,2020-2025,120.4300,190.3260,180.1210,170.0990,107.0790,55.0210,9.3640
1142,Medium variant,Liberia,,430,2025-2030,113.1650,177.7600,169.3410,162.5260,97.2650,48.4770,6.7060
1143,Medium variant,Liberia,,430,2030-2035,105.9460,166.2090,159.8970,155.8750,88.9710,42.9430,4.8990
1144,Medium variant,Liberia,,430,2035-2040,98.9530,155.8590,151.8680,150.2820,82.0800,38.2950,3.6230
1145,Medium variant,Liberia,,430,2040-2045,92.2320,146.5960,145.1300,145.6250,76.3550,34.3900,2.7720
1146,Medium variant,Liberia,,430,2045-2050,85.7920,138.2510,139.4900,141.8580,71.6210,31.1060,2.1420
1147,Medium variant,Liberia,,430,2050-2055,79.5670,130.6550,134.7710,138.7840,67.7110,28.2940,1.6980
1148,Medium variant,Liberia,,430,2055-2060,73.4800,123.5170,130.6620,136.1770,64.4200,25.8630,1.3610
1149,Medium variant,Liberia,,430,2060-2065,67.7520,117.1680,127.4910,134.3680,61.8360,23.7950,1.1100
1150,Medium variant,Liberia,,430,2065-2070,62.0870,110.9860,124.5990,132.7130,59.5990,21.9780,0.9180
1151,Medium variant,Liberia,,430,2070-2075,56.6090,105.0630,122.0470,131.2890,57.7390,20.3680,0.7850
1152,Medium variant,Liberia,,430,2075-2080,51.3440,99.4250,119.8640,130.1100,56.1960,18.9290,0.6720
1153,Medium variant,Liberia,,430,2080-2085,46.2880,93.8820,117.8000,128.9900,54.9060,17.6360,0.5980
1154,Medium variant,Liberia,,430,2085-2090,41.5480,88.6270,116.0550,128.0920,53.9130,16.5110,0.5340
1155,Medium variant,Liberia,,430,2090-2095,37.0590,83.4950,114.4150,127.1770,53.0890,15.4620,0.4830
1156,Medium variant,Liberia,,430,2095-2100,32.9510,78.7170,113.1730,126.6390,52.6150,14.5720,0.4530
1157,Medium variant,Mali,,466,2015-2020,169.1270,243.7590,271.0220,223.1650,155.6020,82.4140,39.2110
1158,Medium variant,Mali,,466,2020-2025,157.1170,222.7910,255.4110,205.7660,139.3050,73.1600,39.2300
1159,Medium variant,Mali,,466,2025-2030,144.2080,202.4170,239.2610,189.2630,124.4780,64.6350,38.3180
1160,Medium variant,Mali,,466,2030-2035,130.9340,182.9740,223.1130,173.8920,111.1480,56.8660,36.6130
1161,Medium variant,Mali,,466,2035-2040,117.9580,165.1240,207.7330,160.0490,99.5260,50.0040,34.3860
1162,Medium variant,Mali,,466,2040-2045,105.6630,149.0340,193.5230,147.9150,89.5130,44.0250,31.7670
