,,,,,,Number of male deaths by five-year age group (thousands),,,,,,,,,,,,,,,,,,,
Index,Variant,"Region, subregion, country or area *",Notes,Country code,Period,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95+
115,Medium variant,High-income countries,e,1503,2075-2080,51.295,4.900,8.613,24.857,50.145,63.453,71.004,87.390,125.927,203.778,330.000,500.665,726.323,1072.842,1633.457,2681.618,4709.102,7647.971,9005.640,8088.260
116,Medium variant,High-income countries,e,1503,2080-2085,47.871,4.561,7.861,22.657,45.974,58.581,65.563,80.282,114.953,185.178,300.282,457.678,668.399,982.302,1521.083,2507.728,4335.375,7442.280,9313.491,8768.493
117,Medium variant,High-income countries,e,1503,2085-2090,44.370,4.190,7.223,20.738,41.990,53.701,60.284,73.734,105.284,168.862,272.705,415.496,609.239,904.046,1398.713,2359.753,4109.018,7062.018,9370.908,9490.809
118,Medium variant,High-income countries,e,1503,2090-2095,41.019,3.881,6.583,18.830,38.163,48.730,54.788,67.137,95.981,153.798,247.481,375.598,550.209,821.123,1288.551,2184.958,3913.373,6884.934,9215.776,10062.076
119,Medium variant,High-income countries,e,1503,2095-2100,38.086,3.569,6.018,17.225,34.734,44.129,49.543,60.812,87.218,139.931,225.147,340.936,497.606,742.695,1176.199,2033.153,3687.414,6757.949,9320.379,10444.891
120,Medium variant,Middle-income countries,e,1517,2015-2020,11110.662,1087.283,1031.464,1400.371,1991.125,2371.845,2719.072,3080.910,3653.485,4661.590,6081.788,7837.192,10099.333,11918.065,12430.220,12465.877,10534.685,6713.737,2874.425,825.248
121,Medium variant,Middle-income countries,e,1517,2020-2025,9791.451,999.022,952.693,1310.582,1844.320,2160.562,2581.059,3110.227,3688.219,4696.926,6265.416,8375.780,10861.336,13686.466,15209.752,13761.559,11409.621,7839.812,3633.726,1165.500
122,Medium variant,Middle-income countries,e,1517,2025-2030,8663.279,907.512,873.601,1237.369,1754.758,2022.901,2366.864,2986.049,3765.810,4779.364,6341.415,8687.625,11734.830,14811.055,17586.825,17184.010,12964.025,8732.928,4377.821,1539.959
123,Medium variant,Middle-income countries,e,1517,2030-2035,7715.219,829.315,800.900,1166.256,1682.323,1946.880,2234.062,2773.441,3674.911,4949.056,6491.518,8779.691,12186.564,16113.050,19113.847,20005.309,16598.416,10266.381,5029.782,1936.715
124,Medium variant,Middle-income countries,e,1517,2035-2040,6914.278,759.616,732.296,1083.738,1589.878,1868.524,2149.446,2623.363,3435.704,4875.666,6780.686,9002.665,12281.942,16825.757,21092.735,22135.226,19706.498,13582.566,6145.340,2324.364
125,Medium variant,Middle-income countries,e,1517,2040-2045,6236.326,696.147,671.860,1005.891,1482.980,1766.599,2064.732,2530.395,3265.709,4577.091,6703.572,9423.811,12535.213,16852.117,22134.555,24826.523,22345.027,16523.385,8429.242,2929.766
126,Medium variant,Middle-income countries,e,1517,2045-2050,5623.416,636.739,617.445,936.204,1378.945,1643.470,1948.934,2432.634,3162.250,4369.566,6305.650,9340.428,13182.520,17212.625,22187.744,26424.519,25756.491,19382.773,10546.711,4109.510
127,Medium variant,Middle-income countries,e,1517,2050-2055,5004.066,576.228,567.397,877.793,1291.820,1531.343,1818.539,2307.896,3063.661,4265.196,6046.187,8789.619,13109.007,18223.509,22704.034,26664.839,27994.047,23080.559,12885.051,5430.571
128,Medium variant,Middle-income countries,e,1517,2055-2060,4475.363,521.416,521.215,824.153,1216.170,1433.514,1693.010,2158.448,2921.346,4159.293,5929.935,8444.459,12350.457,18228.448,24291.444,27612.152,28755.669,25841.731,15995.780,7035.139
129,Medium variant,Middle-income countries,e,1517,2060-2065,4016.515,470.228,477.390,771.913,1145.129,1345.582,1577.694,2005.631,2735.991,3982.994,5804.407,8296.736,11891.614,17212.485,24495.953,30050.236,30372.442,27172.281,18564.966,9255.594
130,Medium variant,Middle-income countries,e,1517,2065-2070,3615.639,423.817,436.032,720.799,1076.279,1265.008,1476.733,1867.940,2548.016,3745.796,5585.148,8153.343,11742.666,16670.061,23223.486,30681.350,33873.288,29419.343,20087.096,11483.811
131,Medium variant,Middle-income countries,e,1517,2070-2075,3277.099,383.266,399.251,670.937,1006.173,1183.336,1379.361,1740.293,2370.096,3494.422,5266.126,7859.688,11575.646,16546.610,22595.876,29274.103,35180.176,33767.095,22395.273,13212.731
132,Medium variant,Middle-income countries,e,1517,2075-2080,2963.386,346.622,366.190,623.663,935.906,1100.131,1284.009,1621.572,2210.228,3265.011,4937.202,7441.269,11220.559,16443.788,22652.993,28786.843,33951.880,35820.122,26610.019,15293.052
133,Medium variant,Middle-income countries,e,1517,2080-2085,2706.823,316.309,337.924,584.124,875.542,1023.893,1193.585,1510.753,2064.853,3058.590,4631.123,6991.267,10649.494,16016.992,22704.427,29203.451,33775.158,34901.842,28824.671,18749.177
134,Medium variant,Middle-income countries,e,1517,2085-2090,2478.054,288.202,311.063,546.481,819.024,952.318,1104.350,1398.965,1920.888,2862.341,4350.423,6567.510,10025.600,15261.296,22275.712,29639.826,34775.412,35122.074,28423.547,21547.391
135,Medium variant,Middle-income countries,e,1517,2090-2095,2264.605,261.087,284.915,508.665,763.980,885.042,1020.220,1288.287,1775.042,2668.318,4087.274,6187.038,9456.230,14454.028,21392.356,29465.672,35952.861,36846.342,29066.729,22391.493
136,Medium variant,Middle-income countries,e,1517,2095-2100,2074.523,235.747,259.748,471.231,709.576,820.470,942.009,1183.098,1628.183,2465.293,3814.997,5816.050,8930.527,13697.158,20383.835,28553.991,36262.085,38809.199,31088.681,23427.528
137,Medium variant,Upper-middle-income countries,e,1502,2015-2020,1662.142,152.081,189.020,336.162,572.710,802.916,985.037,1106.597,1367.492,1870.962,2583.999,3476.941,4835.035,6158.911,6708.664,7135.197,6348.049,4158.067,1802.822,521.581
138,Medium variant,Upper-middle-income countries,e,1502,2020-2025,1367.933,132.459,168.644,301.269,493.040,658.201,888.293,1099.773,1293.927,1754.465,2557.734,3666.723,4972.390,6836.732,8343.899,7808.245,6732.299,4875.758,2319.303,741.747
139,Medium variant,Upper-middle-income countries,e,1502,2025-2030,1133.950,110.595,146.963,272.854,444.395,563.062,720.323,995.201,1295.344,1656.520,2382.264,3635.516,5302.924,7066.182,9333.787,9930.654,7649.996,5369.141,2817.424,995.801
140,Medium variant,Upper-middle-income countries,e,1502,2030-2035,962.160,91.844,123.664,242.546,405.191,506.368,608.996,802.798,1180.598,1671.753,2243.669,3358.143,5276.145,7649.561,9761.720,11235.766,10031.988,6377.536,3229.503,1267.517
141,Medium variant,Upper-middle-income countries,e,1502,2035-2040,839.766,78.082,103.652,206.417,360.752,465.294,549.869,679.658,955.818,1541.315,2288.662,3146.539,4815.807,7650.506,10751.966,12046.703,11628.739,8668.259,4022.347,1536.339
142,Medium variant,Upper-middle-income countries,e,1502,2040-2045,741.143,68.316,88.492,175.098,308.175,416.890,511.929,621.090,815.907,1252.921,2119.676,3214.764,4453.878,6903.123,10841.737,13545.961,12900.666,10365.608,5688.282,1988.851
143,Medium variant,Upper-middle-income countries,e,1502,2045-2050,655.354,61.113,77.368,150.730,261.960,356.034,461.647,583.995,751.579,1072.155,1715.153,2974.284,4565.677,6350.517,9791.503,13908.117,14989.377,12018.089,7035.265,2888.288
144,Medium variant,Upper-middle-income countries,e,1502,2050-2055,576.932,54.587,69.165,132.588,225.386,301.997,394.892,530.442,713.967,997.506,1468.475,2387.390,4237.065,6569.065,9028.775,12727.431,15838.636,14515.007,8581.807,3826.255
145,Medium variant,Upper-middle-income countries,e,1502,2055-2060,506.874,48.215,61.366,118.217,198.427,259.837,335.520,456.866,655.327,958.161,1372.531,2034.825,3386.687,6146.465,9465.017,11994.718,14964.935,15974.973,10873.224,4986.232
146,Medium variant,Upper-middle-income countries,e,1502,2060-2065,449.559,42.324,54.259,105.839,177.616,229.471,289.399,390.192,569.097,888.600,1324.763,1902.351,2888.701,4932.629,8980.552,12875.285,14612.747,15739.426,12531.011,6709.746
147,Medium variant,Upper-middle-income countries,e,1502,2065-2070,403.682,37.145,47.195,93.489,158.878,205.846,256.104,338.349,489.355,776.649,1232.701,1839.182,2712.183,4235.994,7276.099,12428.097,16190.655,16033.906,12924.815,8374.107
148,Medium variant,Upper-middle-income countries,e,1502,2070-2075,369.223,33.380,41.737,82.464,140.739,184.224,230.346,301.173,427.963,674.064,1084.233,1718.535,2640.803,4019.748,6322.648,10291.666,16082.307,18449.433,13804.649,9414.135
149,Medium variant,Upper-middle-income countries,e,1502,2075-2080,337.554,30.553,37.452,72.835,123.268,162.111,205.983,271.829,383.165,593.327,945.325,1517.701,2484.893,3954.715,6076.811,9129.809,13725.866,18914.938,16534.432,10588.225
150,Medium variant,Upper-middle-income countries,e,1502,2080-2085,307.060,27.859,33.794,65.082,108.611,141.255,181.091,244.077,348.303,534.984,837.542,1331.986,2210.414,3755.852,6043.888,8914.373,12472.259,16634.360,17436.606,13023.340
151,Medium variant,Upper-middle-income countries,e,1502,2085-2090,279.636,25.347,30.599,58.594,96.623,123.897,157.609,215.518,315.120,489.739,761.064,1189.201,1952.720,3368.832,5793.681,8985.127,12418.752,15527.220,15858.546,14820.123
152,Medium variant,Upper-middle-income countries,e,1502,2090-2095,255.195,22.817,27.377,52.613,86.392,109.522,137.555,187.741,279.457,445.031,701.208,1087.906,1752.946,2994.650,5233.588,8703.149,12721.025,15795.089,15253.763,14668.481
153,Medium variant,Upper-middle-income countries,e,1502,2095-2100,235.348,20.507,24.375,47.085,77.394,97.447,121.072,163.788,244.447,396.733,641.075,1007.960,1610.199,2701.019,4674.017,7921.772,12474.607,16449.605,15873.366,14660.411
154,Medium variant,Lower-middle-income countries,e,1501,2015-2020,9448.520,935.202,842.444,1064.209,1418.415,1568.929,1734.035,1974.313,2285.993,2790.628,3497.789,4360.251,5264.298,5759.154,5721.556,5330.680,4186.636,2555.670,1071.603,303.667
155,Medium variant,Lower-middle-income countries,e,1501,2020-2025,8423.518,866.563,784.049,1009.313,1351.280,1502.361,1692.766,2010.454,2394.292,2942.461,3707.682,4709.057,5888.946,6849.734,6865.853,5953.314,4677.322,2964.054,1314.423,423.753
156,Medium variant,Lower-middle-income countries,e,1501,2025-2030,7529.329,796.917,726.638,964.515,1310.363,1459.839,1646.541,1990.848,2470.466,3122.844,3959.151,5052.109,6431.906,7744.873,8253.038,7253.356,5314.029,3363.787,1560.397,544.158
157,Medium variant,Lower-middle-income countries,e,1501,2030-2035,6753.059,737.471,677.236,923.710,1277.132,1440.512,1625.066,1970.643,2494.313,3277.303,4247.849,5421.548,6910.419,8463.489,9352.127,8769.543,6566.428,3888.845,1800.279,669.198
158,Medium variant,Lower-middle-income countries,e,1501,2035-2040,6074.512,681.534,628.644,877.321,1229.126,1403.230,1599.577,1943.705,2479.886,3334.351,4492.024,5856.126,7466.135,9175.251,10340.769,10088.523,8077.759,4914.307,2122.993,788.025
159,Medium variant,Lower-middle-income countries,e,1501,2040-2045,5495.183,627.831,583.368,830.793,1174.805,1349.709,1552.803,1909.305,2449.802,3324.170,4583.896,6209.047,8081.335,9948.994,11292.818,11280.562,9444.361,6157.777,2740.960,940.915
160,Medium variant,Lower-middle-income countries,e,1501,2045-2050,4968.062,575.626,540.077,785.474,1116.985,1287.436,1487.287,1848.639,2410.671,3297.411,4590.497,6366.144,8616.843,10862.108,12396.241,12516.402,10767.114,7364.684,3511.446,1221.222
161,Medium variant,Lower-middle-income countries,e,1501,2050-2055,4427.134,521.641,498.232,745.205,1066.434,1229.346,1423.647,1777.454,2349.694,3267.690,4577.712,6402.229,8871.942,11654.444,13675.259,13937.408,12155.411,8565.552,4303.244,1604.316
162,Medium variant,Lower-middle-income countries,e,1501,2055-2060,3968.489,473.201,459.849,705.936,1017.743,1173.677,1357.490,1701.582,2266.019,3201.132,4557.404,6409.634,8963.770,12081.983,14826.427,15617.434,13790.734,9866.758,5122.556,2048.907
163,Medium variant,Lower-middle-income countries,e,1501,2060-2065,3566.956,427.904,423.131,666.074,967.513,1116.111,1288.295,1615.439,2166.894,3094.394,4479.644,6394.385,9002.913,12279.856,15515.401,17174.951,15759.695,11432.855,6033.955,2545.848
164,Medium variant,Lower-middle-income countries,e,1501,2065-2070,3211.957,386.672,388.837,627.310,917.401,1059.162,1220.629,1529.591,2058.661,2969.147,4352.447,6314.161,9030.483,12434.067,15947.387,18253.253,17682.633,13385.437,7162.281,3109.704
165,Medium variant,Lower-middle-income countries,e,1501,2070-2075,2907.876,349.886,357.514,588.473,865.434,999.112,1149.015,1439.120,1942.133,2820.358,4181.893,6141.153,8934.843,12526.862,16273.228,18982.437,19097.869,15317.662,8590.624,3798.596
166,Medium variant,Lower-middle-income countries,e,1501,2075-2080,2625.832,316.069,328.738,550.828,812.638,938.020,1078.026,1349.743,1827.063,2671.684,3991.877,5923.568,8735.666,12489.073,16576.182,19657.034,20226.014,16905.184,10075.587,4704.827
167,Medium variant,Lower-middle-income countries,e,1501,2080-2085,2399.763,288.450,304.130,519.042,766.931,882.638,1012.494,1266.676,1716.550,2523.606,3793.581,5659.281,8439.080,12261.140,16660.539,20289.078,21302.899,18267.482,11388.065,5725.837
168,Medium variant,Lower-middle-income countries,e,1501,2085-2090,2198.418,262.855,280.464,487.887,722.401,828.421,946.741,1183.447,1605.768,2372.602,3589.359,5378.309,8072.880,11892.464,16482.031,20654.699,22356.660,19594.854,12565.001,6727.268
169,Medium variant,Lower-middle-income countries,e,1501,2090-2095,2009.410,238.270,257.538,456.052,677.588,775.520,882.665,1100.546,1495.585,2223.287,3386.066,5099.132,7703.284,11459.378,16158.768,20762.523,23231.836,21051.253,13812.966,7723.012
170,Medium variant,Lower-middle-income countries,e,1501,2095-2100,1839.175,215.240,235.373,424.146,632.182,723.023,820.937,1019.310,1383.736,2068.560,3173.922,4808.090,7320.328,10996.139,15709.818,20632.219,23787.478,22359.594,15215.315,8767.117
171,Medium variant,Low-income countries,e,1500,2015-2020,5112.979,528.325,396.330,442.888,517.827,497.977,484.539,497.937,499.663,503.777,526.119,585.349,676.265,762.938,839.071,796.434,589.540,312.358,103.803,19.207
172,Medium variant,Low-income countries,e,1500,2020-2025,4772.201,502.308,381.136,450.821,542.635,525.628,507.827,526.660,538.292,555.966,595.543,656.881,773.225,872.578,922.704,901.246,691.178,370.549,128.795,25.779
173,Medium variant,Low-income countries,e,1500,2025-2030,4452.008,473.740,364.087,451.837,560.822,552.294,536.276,552.637,572.471,606.660,664.606,750.050,872.502,1000.278,1063.305,1007.165,796.562,443.901,156.386,33.085
174,Medium variant,Low-income countries,e,1500,2030-2035,4156.460,444.146,347.523,449.487,571.646,573.330,564.064,585.624,607.884,659.862,741.383,846.589,1007.763,1145.758,1233.913,1180.056,912.791,525.289,192.370,41.444
175,Medium variant,Low-income countries,e,1500,2035-2040,3861.005,415.615,332.640,447.507,578.666,589.744,589.072,621.157,656.078,719.951,828.651,959.409,1146.163,1339.195,1432.717,1387.105,1090.319,618.534,233.662,52.526
176,Medium variant,Low-income countries,e,1500,2040-2045,3586.649,389.135,320.607,448.182,587.159,604.083,612.349,656.250,709.301,796.368,922.011,1084.468,1302.594,1529.298,1684.854,1628.258,1297.866,754.717,282.488,65.848
177,Medium variant,Low-income countries,e,1500,2045-2050,3327.152,361.543,305.826,445.132,591.307,611.924,625.804,682.066,754.481,874.658,1035.092,1217.840,1484.732,1756.812,1950.708,1945.984,1558.351,920.385,355.250,82.191
178,Medium variant,Low-income countries,e,1500,2050-2055,3067.429,332.764,289.492,438.379,591.264,616.374,634.762,700.321,792.159,946.339,1154.662,1380.702,1681.679,2022.986,2270.544,2291.418,1903.762,1138.212,446.229,107.080
179,Medium variant,Low-income countries,e,1500,2055-2060,2834.605,307.454,273.694,428.691,587.014,618.369,642.633,715.387,821.429,1008.159,1264.876,1551.241,1918.854,2310.451,2640.559,2706.487,2287.625,1432.074,572.218,140.196
180,Medium variant,Low-income countries,e,1500,2060-2065,2635.109,285.034,257.832,415.907,577.339,614.665,645.444,725.329,842.594,1054.890,1358.621,1707.719,2167.685,2656.918,3046.963,3193.764,2761.071,1767.355,746.933,188.382
181,Medium variant,Low-income countries,e,1500,2065-2070,2450.782,264.872,243.419,402.319,564.621,606.573,643.383,730.125,858.029,1092.468,1433.778,1842.898,2398.966,3022.303,3536.032,3734.771,3320.967,2193.318,950.585,258.325
182,Medium variant,Low-income countries,e,1500,2070-2075,2280.034,246.338,229.730,388.022,549.414,594.323,636.028,728.878,866.795,1122.123,1496.386,1952.403,2601.051,3365.386,4056.210,4390.636,3962.898,2714.067,1223.621,344.567
183,Medium variant,Low-income countries,e,1500,2075-2080,2124.073,229.199,216.617,373.440,532.962,579.565,624.290,721.462,868.005,1142.486,1547.271,2044.192,2766.439,3666.825,4546.512,5088.870,4745.242,3332.850,1568.975,465.226
184,Medium variant,Low-income countries,e,1500,2080-2085,1975.921,212.971,204.227,359.038,516.234,563.808,609.974,709.198,861.972,1152.505,1585.505,2120.188,2907.305,3918.995,4986.566,5762.771,5594.148,4108.069,2003.077,630.013
185,Medium variant,Low-income countries,e,1500,2085-2090,1831.970,196.829,191.633,343.370,497.308,545.393,592.069,691.424,847.488,1150.172,1607.339,2177.988,3027.244,4142.185,5370.572,6391.854,6442.611,4971.638,2566.167,851.672
186,Medium variant,Low-income countries,e,1500,2090-2095,1698.075,181.906,179.111,326.601,476.544,524.854,571.560,669.709,826.130,1135.571,1610.488,2211.618,3119.612,4334.619,5716.000,6959.547,7263.511,5864.691,3213.287,1155.634
187,Medium variant,Low-income countries,e,1500,2095-2100,1569.586,167.593,166.858,308.879,453.443,501.479,548.139,644.123,798.760,1109.567,1593.649,2216.261,3173.678,4483.751,6015.340,7479.050,8036.095,6766.456,3907.870,1530.741
188,Medium variant,Sub-Saharan Africa,f,947,2015-2020,8322.318,982.012,775.615,819.960,943.600,920.588,918.364,952.870,951.498,933.302,942.183,998.240,1107.473,1219.059,1269.278,1152.818,831.846,428.636,138.296,25.536
