,,,,,,Number of female deaths by five-year age group (thousands),,,,,,,,,,,,,,,,,,,
Index,Variant,"Region, subregion, country or area *",Notes,Country code,Period,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95+
1117,Medium variant,Guinea,,324,2070-2075,15.774,2.263,2.017,2.821,4.056,4.875,5.608,6.894,8.772,11.549,15.805,22.135,32.510,47.632,66.091,83.193,85.476,61.987,27.997,7.081
1118,Medium variant,Guinea,,324,2075-2080,14.450,2.106,1.904,2.722,3.968,4.808,5.549,6.863,8.805,11.693,16.135,22.776,33.815,50.671,72.291,93.492,100.142,77.408,37.831,10.637
1119,Medium variant,Guinea,,324,2080-2085,13.217,1.957,1.803,2.617,3.851,4.708,5.462,6.778,8.735,11.693,16.266,23.121,34.712,52.870,77.502,103.864,115.681,94.621,49.955,15.622
1120,Medium variant,Guinea,,324,2085-2090,12.448,1.839,1.694,2.493,3.697,4.552,5.310,6.643,8.653,11.662,16.328,23.333,35.327,54.577,81.507,112.906,131.721,113.748,64.384,22.398
1121,Medium variant,Guinea,,324,2090-2095,11.744,1.722,1.601,2.378,3.537,4.390,5.151,6.488,8.523,11.581,16.285,23.340,35.623,55.825,84.948,120.784,147.248,135.153,81.833,31.427
1122,Medium variant,Guinea,,324,2095-2100,11.090,1.610,1.507,2.257,3.364,4.204,4.958,6.284,8.328,11.383,16.092,23.107,35.484,56.381,87.390,127.431,161.083,156.550,102.053,43.217
1123,Medium variant,Guinea-Bissau,,624,2015-2020,16.960,1.745,1.152,1.254,1.547,1.577,1.478,1.347,1.211,1.148,1.225,1.520,2.147,2.732,2.945,2.732,1.856,0.829,0.222,0.027
1124,Medium variant,Guinea-Bissau,,624,2020-2025,15.152,1.657,1.125,1.222,1.463,1.510,1.485,1.451,1.356,1.301,1.370,1.599,2.115,2.960,3.500,3.191,2.208,0.940,0.251,0.032
1125,Medium variant,Guinea-Bissau,,624,2025-2030,13.398,1.515,1.060,1.202,1.436,1.441,1.434,1.471,1.477,1.474,1.571,1.807,2.251,2.957,3.849,3.892,2.649,1.172,0.298,0.045
1126,Medium variant,Guinea-Bissau,,624,2030-2035,11.863,1.339,0.941,1.109,1.376,1.387,1.353,1.421,1.517,1.643,1.827,2.131,2.616,3.243,3.965,4.389,3.363,1.456,0.390,0.055
1127,Medium variant,Guinea-Bissau,,624,2035-2040,10.518,1.179,0.823,0.990,1.277,1.348,1.325,1.369,1.499,1.725,2.073,2.510,3.121,3.813,4.403,4.604,3.827,1.922,0.502,0.073
1128,Medium variant,Guinea-Bissau,,624,2040-2045,9.253,1.036,0.718,0.870,1.148,1.269,1.310,1.369,1.479,1.745,2.216,2.886,3.717,4.601,5.248,5.201,4.123,2.210,0.692,0.101
1129,Medium variant,Guinea-Bissau,,624,2045-2050,8.069,0.904,0.632,0.770,1.023,1.160,1.257,1.388,1.520,1.765,2.285,3.129,4.328,5.551,6.418,6.318,4.771,2.474,0.806,0.140
1130,Medium variant,Guinea-Bissau,,624,2050-2055,7.048,0.794,0.567,0.705,0.938,1.070,1.186,1.376,1.591,1.860,2.347,3.248,4.701,6.458,7.740,7.751,5.892,2.941,0.938,0.167
1131,Medium variant,Guinea-Bissau,,624,2055-2060,6.143,0.689,0.505,0.645,0.867,0.992,1.108,1.322,1.611,1.986,2.510,3.365,4.921,7.088,9.131,9.559,7.441,3.812,1.173,0.209
1132,Medium variant,Guinea-Bissau,,624,2060-2065,5.378,0.597,0.446,0.585,0.799,0.924,1.036,1.255,1.579,2.048,2.710,3.617,5.122,7.473,10.128,11.463,9.443,4.988,1.604,0.280
1133,Medium variant,Guinea-Bissau,,624,2065-2070,4.735,0.521,0.393,0.528,0.732,0.861,0.977,1.194,1.528,2.041,2.824,3.922,5.525,7.826,10.777,12.920,11.586,6.589,2.190,0.400
1134,Medium variant,Guinea-Bissau,,624,2070-2075,4.163,0.456,0.349,0.472,0.663,0.795,0.918,1.141,1.478,2.005,2.842,4.106,6.022,8.510,11.420,13.999,13.416,8.378,3.048,0.586
1135,Medium variant,Guinea-Bissau,,624,2075-2080,3.729,0.419,0.328,0.454,0.644,0.781,0.912,1.143,1.487,2.010,2.845,4.152,6.302,9.259,12.411,14.923,14.761,9.989,4.025,0.864
1136,Medium variant,Guinea-Bissau,,624,2080-2085,3.336,0.385,0.310,0.438,0.625,0.759,0.891,1.131,1.486,2.016,2.839,4.130,6.354,9.711,13.609,16.518,16.255,11.514,5.092,1.238
1137,Medium variant,Guinea-Bissau,,624,2085-2090,3.015,0.355,0.293,0.422,0.607,0.741,0.868,1.108,1.476,2.024,2.855,4.122,6.344,9.882,14.475,18.528,18.661,13.369,6.241,1.706
1138,Medium variant,Guinea-Bissau,,624,2090-2095,2.729,0.325,0.274,0.403,0.587,0.720,0.844,1.076,1.442,2.000,2.850,4.115,6.307,9.878,14.819,19.983,21.483,16.043,7.670,2.267
1139,Medium variant,Guinea-Bissau,,624,2095-2100,2.505,0.302,0.258,0.384,0.567,0.701,0.821,1.045,1.403,1.959,2.819,4.100,6.306,9.887,14.979,20.840,23.842,19.276,9.754,3.014
1140,Medium variant,Liberia,,430,2015-2020,23.726,2.850,2.635,2.706,3.131,3.026,2.898,2.803,2.690,2.701,2.985,3.595,4.565,5.583,6.695,6.984,5.034,2.235,0.581,0.076
1141,Medium variant,Liberia,,430,2020-2025,19.900,2.358,2.150,2.309,2.794,2.691,2.552,2.621,2.684,2.811,3.180,3.872,5.016,6.427,7.416,7.595,5.958,2.741,0.726,0.096
1142,Medium variant,Liberia,,430,2025-2030,16.434,1.927,1.724,1.885,2.391,2.442,2.324,2.378,2.591,2.894,3.397,4.210,5.498,7.180,8.686,8.632,6.641,3.373,0.935,0.132
1143,Medium variant,Liberia,,430,2030-2035,13.763,1.622,1.452,1.606,2.068,2.220,2.237,2.292,2.478,2.920,3.602,4.565,6.005,7.861,9.681,10.141,7.729,3.860,1.201,0.173
1144,Medium variant,Liberia,,430,2035-2040,11.532,1.360,1.225,1.386,1.796,1.969,2.095,2.287,2.482,2.893,3.734,4.935,6.622,8.749,10.854,11.690,9.492,4.843,1.465,0.248
1145,Medium variant,Liberia,,430,2040-2045,9.727,1.147,1.042,1.209,1.584,1.751,1.909,2.217,2.568,2.989,3.785,5.196,7.255,9.792,12.315,13.488,11.392,6.267,1.991,0.327
1146,Medium variant,Liberia,,430,2045-2050,8.247,0.968,0.888,1.057,1.404,1.578,1.744,2.088,2.574,3.187,3.997,5.345,7.743,10.888,14.048,15.740,13.685,7.943,2.738,0.478
1147,Medium variant,Liberia,,430,2050-2055,7.199,0.879,0.823,1.025,1.395,1.593,1.768,2.112,2.628,3.381,4.395,5.694,7.949,11.547,15.532,18.002,16.259,9.912,3.661,0.712
1148,Medium variant,Liberia,,430,2055-2060,6.360,0.805,0.770,0.991,1.376,1.600,1.794,2.153,2.672,3.465,4.672,6.272,8.516,11.998,16.794,20.554,19.539,12.663,4.993,1.071
1149,Medium variant,Liberia,,430,2060-2065,5.732,0.747,0.726,0.962,1.359,1.601,1.813,2.194,2.739,3.545,4.816,6.697,9.452,13.029,17.800,22.909,23.357,16.229,6.914,1.619
1150,Medium variant,Liberia,,430,2065-2070,5.179,0.695,0.684,0.935,1.335,1.588,1.815,2.218,2.794,3.632,4.913,6.872,10.087,14.531,19.535,24.782,26.918,20.439,9.476,2.463
1151,Medium variant,Liberia,,430,2070-2075,4.710,0.649,0.649,0.905,1.308,1.573,1.806,2.219,2.824,3.705,5.030,7.002,10.380,15.632,22.074,27.821,30.155,24.744,12.731,3.703
1152,Medium variant,Liberia,,430,2075-2080,4.421,0.612,0.613,0.870,1.267,1.534,1.774,2.205,2.842,3.770,5.162,7.190,10.613,16.180,23.936,31.892,34.819,28.928,16.280,5.424
1153,Medium variant,Liberia,,430,2080-2085,4.154,0.576,0.578,0.830,1.220,1.492,1.735,2.172,2.827,3.788,5.235,7.332,10.860,16.584,24.967,35.146,41.086,35.088,20.212,7.597
1154,Medium variant,Liberia,,430,2085-2090,3.906,0.541,0.543,0.791,1.171,1.441,1.689,2.128,2.790,3.774,5.256,7.400,11.051,17.030,25.794,37.228,46.474,43.143,26.010,10.299
1155,Medium variant,Liberia,,430,2090-2095,3.677,0.508,0.512,0.751,1.119,1.390,1.635,2.072,2.739,3.728,5.223,7.390,11.134,17.397,26.689,39.007,50.428,50.626,33.630,14.339
1156,Medium variant,Liberia,,430,2095-2100,3.471,0.474,0.477,0.710,1.066,1.332,1.576,2.009,2.677,3.665,5.147,7.307,11.098,17.593,27.467,40.908,54.076,56.915,41.320,20.013
1157,Medium variant,Mali,,466,2015-2020,186.700,21.092,14.529,14.118,15.604,14.363,12.916,12.140,11.300,10.666,10.917,12.695,16.687,21.121,25.175,25.003,17.425,7.935,2.140,0.292
1158,Medium variant,Mali,,466,2020-2025,171.018,19.835,14.067,14.439,15.979,14.528,12.866,12.090,11.721,11.721,12.404,13.956,17.336,22.649,26.682,26.847,19.907,8.703,2.362,0.330
1159,Medium variant,Mali,,466,2025-2030,157.747,18.611,13.215,14.323,16.635,15.219,13.300,12.298,11.925,12.433,13.922,16.166,19.414,24.019,29.273,29.402,22.005,10.478,2.729,0.384
1160,Medium variant,Mali,,466,2030-2035,144.708,17.261,12.139,13.308,16.187,15.695,13.918,12.847,12.411,13.055,15.291,18.796,23.295,27.877,32.164,33.370,25.225,11.971,3.461,0.465
1161,Medium variant,Mali,,466,2035-2040,131.826,15.973,11.288,12.454,15.365,15.726,14.835,13.918,13.419,13.995,16.439,21.020,27.508,33.948,37.919,37.381,29.189,14.323,4.054,0.620
1162,Medium variant,Mali,,466,2040-2045,118.543,14.502,10.402,11.740,14.603,15.230,15.206,15.239,14.954,15.520,17.975,22.932,31.162,40.602,46.813,44.890,33.512,16.964,5.085,0.760
1163,Medium variant,Mali,,466,2045-2050,106.196,13.003,9.492,11.053,14.006,14.809,15.094,16.068,16.865,17.765,20.355,25.443,34.440,46.593,56.738,56.368,41.266,20.134,6.180,0.999
1164,Medium variant,Mali,,466,2050-2055,95.958,11.728,8.733,10.515,13.633,14.682,15.134,16.479,18.362,20.569,23.675,29.007,38.285,51.502,65.106,68.560,52.496,25.514,7.600,1.257
1165,Medium variant,Mali,,466,2055-2060,86.657,10.517,7.967,9.884,13.113,14.491,15.227,16.833,19.242,22.864,27.814,34.030,44.000,57.838,72.918,80.175,65.527,33.757,10.127,1.643
1166,Medium variant,Mali,,466,2060-2065,78.278,9.391,7.240,9.214,12.476,14.125,15.216,17.244,20.079,24.419,31.323,40.288,52.000,67.127,82.955,91.457,78.585,43.547,13.991,2.301
1167,Medium variant,Mali,,466,2065-2070,70.439,8.407,6.578,8.530,11.676,13.479,14.907,17.432,20.858,25.790,33.650,45.393,61.574,79.509,96.779,105.325,91.393,53.725,18.674,3.336
1168,Medium variant,Mali,,466,2070-2075,63.337,7.546,5.995,7.885,10.911,12.787,14.409,17.369,21.502,27.235,35.913,49.035,69.798,94.905,115.940,125.071,108.221,64.775,24.031,4.717
1169,Medium variant,Mali,,466,2075-2080,56.799,6.717,5.413,7.277,10.162,12.016,13.734,16.977,21.722,28.417,38.229,52.483,75.647,108.227,139.661,152.255,131.768,79.693,30.226,6.427
1170,Medium variant,Mali,,466,2080-2085,51.459,6.182,5.113,7.049,9.951,11.887,13.672,17.014,22.090,29.476,40.357,55.851,80.612,116.734,158.628,183.778,162.606,99.758,38.757,8.552
1171,Medium variant,Mali,,466,2085-2090,46.994,5.735,4.829,6.788,9.734,11.733,13.535,16.914,22.163,30.016,41.809,58.766,85.790,125.000,172.736,212.374,202.170,129.105,51.473,11.867
1172,Medium variant,Mali,,466,2090-2095,42.834,5.278,4.530,6.497,9.402,11.462,13.282,16.672,21.990,30.036,42.386,60.484,89.982,133.268,186.191,234.682,239.471,167.227,70.504,16.991
1173,Medium variant,Mali,,466,2095-2100,39.231,4.880,4.252,6.211,9.066,11.118,12.969,16.369,21.698,29.802,42.351,61.133,92.684,140.545,200.438,257.365,272.126,205.981,96.325,25.102
1174,Medium variant,Mauritania,,478,2015-2020,28.492,2.020,1.632,1.838,2.265,2.296,2.190,2.171,2.207,2.312,2.580,3.050,3.739,4.748,5.979,6.489,5.241,2.648,0.780,0.118
1175,Medium variant,Mauritania,,478,2020-2025,28.168,2.087,1.698,1.905,2.347,2.403,2.337,2.373,2.469,2.655,3.016,3.595,4.524,5.650,6.826,7.397,6.031,3.105,0.928,0.141
1176,Medium variant,Mauritania,,478,2025-2030,27.737,2.108,1.735,1.984,2.443,2.513,2.471,2.561,2.731,3.001,3.491,4.225,5.357,6.867,8.159,8.496,6.946,3.629,1.113,0.176
1177,Medium variant,Mauritania,,478,2030-2035,27.246,2.103,1.730,2.035,2.554,2.634,2.605,2.734,2.977,3.349,3.973,4.914,6.322,8.162,9.951,10.230,8.059,4.251,1.326,0.210
1178,Medium variant,Mauritania,,478,2035-2040,26.742,2.091,1.718,2.045,2.633,2.780,2.758,2.916,3.218,3.692,4.471,5.625,7.388,9.675,11.878,12.546,9.838,5.015,1.587,0.258
1179,Medium variant,Mauritania,,478,2040-2045,26.070,2.066,1.693,2.036,2.649,2.880,2.930,3.115,3.466,4.028,4.962,6.355,8.488,11.349,14.131,15.059,12.164,6.257,1.911,0.325
1180,Medium variant,Mauritania,,478,2045-2050,25.188,2.027,1.662,2.016,2.644,2.914,3.054,3.338,3.739,4.377,5.451,7.083,9.627,13.089,16.640,18.023,14.746,7.841,2.452,0.398
1181,Medium variant,Mauritania,,478,2050-2055,24.120,1.967,1.619,1.991,2.627,2.925,3.109,3.507,4.045,4.767,5.963,7.808,10.768,14.901,19.263,21.343,17.828,9.657,3.128,0.525
1182,Medium variant,Mauritania,,478,2055-2060,23.059,1.903,1.583,1.979,2.629,2.943,3.152,3.613,4.307,5.209,6.528,8.549,11.858,16.631,21.873,24.711,21.220,11.834,3.926,0.690
1183,Medium variant,Mauritania,,478,2060-2065,21.956,1.825,1.529,1.951,2.618,2.954,3.181,3.689,4.480,5.594,7.171,9.379,13.013,18.378,24.529,28.300,24.920,14.391,4.951,0.900
1184,Medium variant,Mauritania,,478,2065-2070,20.809,1.739,1.472,1.910,2.589,2.951,3.202,3.746,4.611,5.862,7.735,10.320,14.307,20.235,27.233,32.009,28.951,17.264,6.179,1.178
1185,Medium variant,Mauritania,,478,2070-2075,19.539,1.636,1.396,1.846,2.531,2.914,3.192,3.779,4.713,6.072,8.132,11.136,15.753,22.291,30.091,35.806,33.175,20.475,7.606,1.526
1186,Medium variant,Mauritania,,478,2075-2080,18.336,1.541,1.326,1.780,2.455,2.853,3.162,3.795,4.795,6.249,8.453,11.701,16.999,24.570,33.222,39.815,37.574,23.926,9.257,1.949
1187,Medium variant,Mauritania,,478,2080-2085,17.155,1.453,1.260,1.711,2.373,2.780,3.106,3.780,4.855,6.403,8.726,12.157,17.868,26.557,36.734,44.291,42.372,27.723,11.132,2.475
1188,Medium variant,Mauritania,,478,2085-2090,15.915,1.360,1.190,1.636,2.285,2.693,3.028,3.728,4.864,6.518,8.970,12.552,18.582,27.986,39.864,49.403,47.903,32.053,13.319,3.113
1189,Medium variant,Mauritania,,478,2090-2095,14.745,1.268,1.121,1.560,2.191,2.599,2.941,3.658,4.838,6.582,9.168,12.909,19.216,29.200,42.214,54.098,54.318,37.195,15.914,3.902
1190,Medium variant,Mauritania,,478,2095-2100,13.679,1.198,1.072,1.527,2.164,2.580,2.924,3.641,4.844,6.637,9.307,13.170,19.696,30.090,43.912,57.364,59.984,43.053,19.035,4.877
1191,Medium variant,Niger,,562,2015-2020,240.577,20.911,10.624,11.752,13.370,12.791,11.715,11.052,10.669,10.950,12.529,13.935,15.195,19.266,24.529,24.311,16.980,7.407,1.879,0.239
1192,Medium variant,Niger,,562,2020-2025,240.263,21.521,11.093,12.555,14.566,13.939,12.358,11.588,11.482,11.765,13.525,15.526,17.405,21.132,26.636,28.976,21.748,9.746,2.529,0.333
1193,Medium variant,Niger,,562,2025-2030,237.245,21.621,11.161,12.759,15.123,14.863,13.311,12.229,12.192,12.945,14.926,17.267,20.037,24.939,30.050,32.322,26.614,12.929,3.452,0.465
1194,Medium variant,Niger,,562,2030-2035,231.795,21.508,11.183,12.874,15.526,15.700,14.496,13.503,13.195,14.070,16.727,19.356,22.632,29.057,35.806,37.016,30.131,16.123,4.726,0.659
1195,Medium variant,Niger,,562,2035-2040,223.490,21.023,11.124,12.972,15.811,16.354,15.599,15.056,14.935,15.569,18.512,22.016,25.753,33.215,42.124,44.676,35.305,18.638,6.031,0.946
1196,Medium variant,Niger,,562,2040-2045,213.561,20.297,10.983,13.065,16.156,16.971,16.597,16.624,17.097,18.048,20.867,24.747,29.761,38.250,48.651,53.249,43.392,22.581,7.145,1.255
1197,Medium variant,Niger,,562,2045-2050,204.197,19.663,10.995,13.381,16.817,17.908,17.746,18.267,19.466,21.198,24.570,28.152,33.642,44.190,55.871,61.555,52.126,28.298,8.984,1.540
1198,Medium variant,Niger,,562,2050-2055,192.784,18.714,10.823,13.542,17.313,18.748,18.881,19.832,21.785,24.541,29.184,33.445,38.647,50.412,65.190,71.905,61.747,35.175,11.745,2.048
1199,Medium variant,Niger,,562,2055-2060,181.471,17.715,10.584,13.603,17.715,19.532,20.048,21.527,24.167,27.993,34.234,40.102,46.399,58.408,75.091,85.253,73.971,43.067,15.182,2.812
1200,Medium variant,Niger,,562,2060-2065,170.606,16.760,10.321,13.542,17.941,20.181,21.123,23.251,26.724,31.551,39.409,47.312,56.062,70.521,87.613,99.425,89.570,53.359,19.312,3.828
1201,Medium variant,Niger,,562,2065-2070,159.141,15.767,10.001,13.389,18.001,20.583,22.005,24.853,29.319,35.386,44.845,54.844,66.734,85.895,106.734,117.849,106.860,66.883,25.029,5.151
1202,Medium variant,Niger,,562,2070-2075,149.695,15.156,10.046,13.827,18.916,21.975,23.797,27.260,32.623,39.910,50.923,62.589,77.408,101.899,129.401,143.832,128.367,81.734,32.562,7.056
1203,Medium variant,Niger,,562,2075-2080,141.041,14.689,10.065,14.218,19.757,23.238,25.420,29.491,35.845,44.477,57.349,71.004,88.675,118.787,154.651,177.148,161.232,102.845,41.980,9.889
1204,Medium variant,Niger,,562,2080-2085,132.630,14.126,9.989,14.404,20.342,24.195,26.762,31.419,38.693,48.740,63.659,79.764,100.825,136.582,181.415,214.765,203.741,134.823,55.947,13.745
1205,Medium variant,Niger,,562,2085-2090,124.358,13.518,9.864,14.451,20.674,24.903,27.760,32.944,41.159,52.603,69.557,88.328,113.564,155.939,209.918,255.433,253.175,177.126,77.385,19.710
1206,Medium variant,Niger,,562,2090-2095,117.316,13.011,9.764,14.497,20.871,25.389,28.599,34.266,43.300,56.002,74.952,96.510,126.390,176.726,241.631,300.074,308.746,228.623,106.811,29.237
1207,Medium variant,Niger,,562,2095-2100,110.952,12.529,9.610,14.451,21.061,25.747,29.132,35.248,44.967,58.853,79.669,103.890,138.592,197.682,275.705,349.976,370.975,288.581,144.253,43.192
1208,Medium variant,Nigeria,,566,2015-2020,1836.508,282.074,233.684,226.915,259.733,244.324,222.043,201.580,176.284,160.061,166.972,196.983,245.022,295.101,320.765,279.187,169.428,61.136,12.689,1.345
1209,Medium variant,Nigeria,,566,2020-2025,1676.457,269.006,225.808,226.623,261.320,242.224,218.216,203.241,186.362,175.326,182.307,212.883,267.606,322.408,351.212,314.910,197.996,72.809,15.216,1.615
1210,Medium variant,Nigeria,,566,2025-2030,1511.491,248.292,210.511,220.335,260.596,244.934,217.667,201.281,189.711,187.473,201.640,234.322,291.762,356.250,389.870,352.239,229.706,88.646,19.143,2.056
1211,Medium variant,Nigeria,,566,2030-2035,1375.551,227.656,191.950,207.487,253.237,245.330,221.105,201.828,189.026,191.905,216.180,259.315,321.549,390.547,435.688,399.004,264.647,107.213,24.548,2.731
1212,Medium variant,Nigeria,,566,2035-2040,1234.083,206.245,173.527,190.946,239.369,240.549,223.520,207.307,192.193,194.089,224.355,281.467,360.650,438.059,488.459,459.111,311.698,129.746,31.233,3.710
1213,Medium variant,Nigeria,,566,2040-2045,1093.309,181.568,152.250,169.541,214.800,223.116,216.968,210.416,201.195,202.982,234.259,301.844,404.889,509.039,568.586,535.235,374.318,160.938,39.756,4.974
1214,Medium variant,Nigeria,,566,2045-2050,957.354,157.302,132.250,150.174,192.670,203.947,205.814,209.738,210.296,218.395,250.181,319.936,440.089,579.702,671.623,636.779,448.673,200.730,51.630,6.684
1215,Medium variant,Nigeria,,566,2050-2055,829.257,133.543,113.075,131.965,172.353,185.893,191.538,203.915,215.818,234.721,274.803,346.649,472.721,639.320,777.440,768.001,549.713,249.780,67.182,9.149
1216,Medium variant,Nigeria,,566,2055-2060,722.922,114.505,98.170,118.314,157.193,172.660,180.935,197.062,217.864,248.695,301.336,383.866,513.372,687.162,858.469,895.019,674.462,316.728,87.075,12.547
1217,Medium variant,Nigeria,,566,2060-2065,636.515,98.400,85.539,105.971,143.436,160.871,171.876,191.641,217.498,258.423,325.807,426.468,575.409,757.767,941.080,1015.293,815.092,408.618,117.298,17.392
1218,Medium variant,Nigeria,,566,2065-2070,559.369,83.827,73.883,94.353,129.591,148.322,162.019,185.530,216.557,263.859,343.915,465.199,644.728,859.276,1054.936,1140.505,955.813,516.383,159.683,25.011
1219,Medium variant,Nigeria,,566,2070-2075,497.465,73.367,65.028,84.548,117.651,136.704,152.327,179.416,215.734,269.083,356.382,494.472,707.288,970.641,1210.960,1304.613,1106.303,630.332,211.626,36.224
1220,Medium variant,Nigeria,,566,2075-2080,442.756,64.138,57.365,75.938,106.380,125.307,142.268,171.984,213.219,273.444,368.122,515.499,756.638,1075.146,1386.831,1530.918,1308.876,764.154,272.215,51.458
1221,Medium variant,Nigeria,,566,2080-2085,396.424,57.900,52.929,72.343,102.625,122.013,139.367,170.096,214.202,278.844,378.989,531.731,783.597,1142.028,1528.852,1758.604,1562.273,937.626,346.518,70.928
1222,Medium variant,Nigeria,,566,2085-2090,361.247,53.150,49.429,69.238,99.470,119.163,136.406,167.667,213.549,281.768,387.146,546.362,809.379,1191.676,1646.473,1986.346,1865.008,1187.422,458.350,99.372
1223,Medium variant,Nigeria,,566,2090-2095,332.751,49.228,46.360,66.320,96.265,116.237,133.509,164.922,211.758,282.269,392.352,558.715,835.738,1244.358,1746.878,2195.203,2190.711,1498.502,623.543,144.376
1224,Medium variant,Nigeria,,566,2095-2100,306.721,45.578,43.509,63.140,92.603,112.721,129.970,160.885,207.818,279.640,392.157,563.120,852.769,1289.669,1840.668,2371.181,2494.634,1843.771,835.001,213.795
1225,Medium variant,Senegal,,686,2015-2020,54.939,4.751,4.218,4.582,5.731,5.953,5.865,5.946,6.098,6.458,7.270,8.768,11.419,14.902,18.959,21.709,18.195,9.388,2.763,0.406
1226,Medium variant,Senegal,,686,2020-2025,47.106,4.283,3.920,4.277,5.226,5.430,5.490,5.918,6.447,7.077,8.119,9.722,12.524,16.770,21.097,23.443,20.494,11.183,3.468,0.534
1227,Medium variant,Senegal,,686,2025-2030,41.155,3.736,3.522,4.076,4.988,5.088,5.171,5.747,6.654,7.737,9.135,11.069,14.118,18.706,24.219,26.892,23.022,13.273,4.396,0.717
1228,Medium variant,Senegal,,686,2030-2035,36.513,3.283,3.080,3.749,4.817,4.958,4.960,5.566,6.649,8.196,10.180,12.623,16.254,21.327,27.405,31.533,27.416,15.618,5.507,0.978
1229,Medium variant,Senegal,,686,2035-2040,32.794,2.938,2.730,3.362,4.505,4.900,4.960,5.501,6.649,8.432,11.026,14.281,18.781,24.889,31.753,36.540,33.182,19.633,6.847,1.311
1230,Medium variant,Senegal,,686,2040-2045,29.544,2.782,2.628,3.309,4.489,5.100,5.414,5.984,7.017,8.795,11.576,15.520,21.114,28.438,36.636,42.179,38.858,24.370,9.078,1.749
1231,Medium variant,Senegal,,686,2045-2050,26.881,2.664,2.560,3.301,4.493,5.130,5.667,6.576,7.675,9.328,12.136,16.366,23.123,32.355,42.614,50.116,46.942,30.494,12.155,2.578
1232,Medium variant,Senegal,,686,2050-2055,24.439,2.536,2.492,3.307,4.534,5.186,5.728,6.887,8.433,10.209,12.867,17.142,24.441,35.668,49.052,59.560,57.873,38.946,16.331,3.782
1233,Medium variant,Senegal,,686,2055-2060,22.292,2.407,2.399,3.298,4.598,5.271,5.789,6.959,8.834,11.206,14.054,18.116,25.583,37.841,54.537,69.798,70.957,50.499,22.254,5.557
1234,Medium variant,Senegal,,686,2060-2065,20.459,2.279,2.315,3.259,4.626,5.360,5.871,7.012,8.909,11.734,15.408,19.739,27.048,39.798,58.363,78.907,85.698,64.811,30.706,8.253
1235,Medium variant,Senegal,,686,2065-2070,18.943,2.165,2.217,3.196,4.618,5.435,5.986,7.123,8.997,11.840,16.126,21.622,29.520,42.322,61.981,85.931,99.631,81.854,41.719,12.378
1236,Medium variant,Senegal,,686,2070-2075,18.080,2.092,2.132,3.108,4.518,5.391,6.043,7.265,9.170,12.020,16.374,22.717,32.471,46.447,66.378,92.422,111.064,98.659,55.516,18.211
